area_id,station_id,station_name,station_lon,station_lat,distance_km
proenca-a-nova,11217160,Santa Maria / Praia Formosa (DROTRH),-25.0917,36.9542,1535.522344911425
proenca-a-nova,1200515,Santa Maria (Aeródromo),-25.1679,36.967175,1541.6003872670385
proenca-a-nova,11217217,São Miguel / Santana (DROTRH),-25.5618,37.8049,1551.0204507840324
proenca-a-nova,1210513,P. Delgada (Obs. A. Chaves),-25.662283,37.7464,1561.1483145644356
proenca-a-nova,1200512,P. Delgada (Aeródromo),-25.6953048,37.74414,1564.0355741505057
proenca-a-nova,1210518,São Miguel - Pico Santos De Cima,-25.7512,37.819,1566.8806308093417
proenca-a-nova,11217225,São Miguel / Sete Cidades (DROTRH),-25.772,37.8679,1567.4161368051373
proenca-a-nova,11217372,Terceira / Serra do Cume (DROTRH),-27.1031,38.7002,1662.9538869028747
proenca-a-nova,1200511,Angra do Heroísmo,-27.216567,38.6659435,1673.341339377457
proenca-a-nova,11217370,Terceira / Ribeira das Nove (DROTRH),-27.3245,38.754,1680.8827389900232
proenca-a-nova,11217430,Graciosa / Serra das Fontes (DROTRH),-28.0038,39.0672,1733.3570579639227
proenca-a-nova,1200507,Graciosa (Aeródromo),-28.02852,39.09036,1735.0761045576394
proenca-a-nova,11217510,São Jorge / Pico do Areeiro (DROTRH),-28.0591,38.6435,1745.948423812139
proenca-a-nova,11217645,Pico / Cabecinho (DROTRH),-28.1141,38.4338,1754.9952491888337
proenca-a-nova,1200510,São Jorge,-28.17,38.66,1755.116430929131
proenca-a-nova,11217625,Pico / Cabeço do Teicho (DROTRH),-28.3534,38.489,1774.325327933153
proenca-a-nova,1200504,Pico (Aeródromo),-28.44137,38.55219,1780.5423845393445
proenca-a-nova,1200506,Horta (Obs. Principe Alberto),-28.63225,38.540781,1797.126633481677
proenca-a-nova,11217710,Faial / Alto do Cabouco (DROTRH),-28.6992,38.587,1801.9062216960417
proenca-a-nova,1200505,Horta / Aeroporto,-28.7128,38.5211,1804.4355624992177
proenca-a-nova,11217730,Faial / Cabeço Verde (DROTRH),-28.7576,38.5843,1806.9623439401014
proenca-a-nova,1200502,Corvo (Aeródromo),-31.11362,39.67389,1988.9384051562165
proenca-a-nova,1200501,Flores (Aeródromo),-31.1301,39.45819,1993.6841829409639
proenca-a-nova,1210517,Flores / Morro Alto,-31.2207,39.4633,2001.3159543968322
proenca-a-nova,1210907,Faja / Ilha das Flores,-31.2647,39.45328,2005.224596336668
